Id,pub_title,dataset_title,dataset_label,cleaned_label
21084fb9-ec0a-4da5-81dc-8863c9920f98,Comparison of Academic Development in Catholic versus Non- Catholic Private Secondary Schools,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
52e8e6b1-ce07-4e48-b654-d4c8cfff0795,EFFECTS OF ECONOMIC DISADVANTAGED STATUS AND SECONDARY VOCATIONAL EDUCATION ON ADOLESCENT WORK EXPERIENCE AND POSTSECONDARY ASPIRATIONS,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
6ce5de68-0a52-41a4-bd56-48748925f76d,Stepping Stones to a Degree: The Impact of Enrollment Pathways and Milestones on Community College Student Outcomes,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
c3d5bc47-5da4-4ca7-a534-f630c9fc342b,College for All: Gaps Between Desirable and Actual P–12 Math Achievement Trajectories for College Readiness,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
6f677121-0067-4cfe-8a0e-7cef413df6d3,High school grade inflation from 1991 to 2003,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
30a25e71-b6ed-4907-9c70-03e424c3b758,Are Experiments the Only Option? A Look at Dropout Prevention Programs,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
54ee38a5-7a6a-40d9-9c53-d10123e871ee,The Challenges Facing Civic Education in the 21st Century,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
cdbfcb39-2bd6-4742-bd4a-95c5723b026c,Can Students Themselves Narrow the Socioeconomic-Status-Based Achievement Gap through Their Own Persistence and Learning Time?.,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
522f71ca-c314-45c5-883c-39c2de075905,Consumer Demand under Price Uncertainty: Empirical Evidence from the Market for Cigarettes,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
127afcf1-8ecd-4b8b-acfe-eeb2ce11750e,COMMUNITY COLLEGE STUDENT SUCCESS : WHAT INSTITUTIONAL CHARACTERISTICS MAKE A DIFFERENCE ?,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
99cf9fb9-0ebc-41c5-8ebf-9d0e6f0dd99a,The effect of grade retention on educational and labor market outcomes,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
1f96b25a-1eed-43bc-b134-30cf38772dda,Example Of The Impact Of Weights And Design Effects On Contingency Tables And Chi-Square Analysis,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
a4354410-49a3-47b4-b920-200cb8112888,Do Minorities Matter?: Inequality and Inequity in Public Secondary Education in Maryland,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
79abbea3-7302-4e5d-9906-204ba39df947,Inner-City African American Parental Involvement in Elementary Schools: Getting beyond Urban Legends of Apathy.,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
f41bfcf1-d42f-45ab-a2c4-67d52f44cc89,Persistence of women and minorities in STEM field majors: Is it the school that matters?,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
82b58592-7d64-49bd-bd9b-34650aa4048c,Racial and Gender Science Achievement Gaps in Secondary Education,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
84a0fbba-67a1-4b2a-9ea1-953fe15048d2,A Discussion of the Incongruence Between Optimism and Academic Performance and Its Influence on School Violence,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
07cbcedc-9f95-42e3-8340-468a866916b9,Social Class Background and the School-to-Work Transition.,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
8bd91ed5-8554-469d-a750-09bde244eff4,Adolescent precursors of early union formation among Asian American and Whites,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
a30cb9ab-1d20-413a-86f7-aa9d7d3b5b0a,Family Structure and Youths' Outcomes: Which Correlations are Causal?,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
ad83474d-05f0-4ca3-9303-f7b87b7a544d,Attrition and performance of community college transfers,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
6ec6821b-9a23-48b6-be71-46e656603793,"Class Size in Early Grades, Student Grit and Later School Outcomes",National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
473713a7-eaad-4ec5-819a-8f01505d56b6,The gender income gap and the role of family formation revisited: A replication of Bobbitt-Zeher (2007),National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
a4f650ee-33d8-48ee-ace6-9709481cc0e8,Do Our Means of Inquiry Match our Intentions?,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
cd1523cc-178d-4498-a35b-bbf53fa4fe6e,College level choice of Latino high school students: A social cognitive approach.,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
a64dddda-a271-451d-9669-5b1ebdc43249,Student employment during the transition to college in the United States,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
b60c4d49-cf4b-4508-aa8e-1ac29efa4e0b,The Synthesis of Regression Slopes in Meta-Analysis,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
e1e61d08-df7d-4478-986b-3b6c3313480a,Effects of Catholic School Attendance on Student Achievement: A Review and Extension of Research,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
b4bc67c7-71eb-4a87-91b4-46ddc90f7823,Differences in the College Enrollment Decision across Race,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
98dc7973-ec62-44c4-acec-964b21f3a521,Bridging the achievement gap,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
1566b108-9136-4f12-9880-362b20bda7a8,On Cognitive Abilities and Motivational Processes in Students' Science Engagement and Achievement: A Multidimensional Approach to Achievement Validation,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
6e53a591-5f3f-43c6-ab2c-26237adc6983,The Effect of Parental Involvement and Socioeconomic Status on Junior School Students’ Academic Achievement and School Behavior in China,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
3bd8991d-bf66-49cf-812e-3d6fde7962c4,"Rethinking school funding, resources, incentives, and outcomes",National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
d07b08e1-8d2d-488e-b364-782db5cbad57,We Still Need You! An Update on the Status of K-12 Civics Education in the United States,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
d0903d3f-9d76-4ad6-a145-0b10d4da1b46,Can a Merit-Based Scholarship Program Increase Science and Engineering Baccalaureates?.,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
8e29a657-3ee2-476b-8b87-16391cdce2c6,Attachment to Conventional Institutions and Adolescent Rapid Repeat Pregnancy: A Longitudinal National Study Among Adolescents in the United States,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
43ae1be0-47c1-4e9c-8d40-2a3610712dc1,A Federal Reserve System conference on research in applied microeconomics,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
158d788c-e67b-4dda-bbd1-80fb8f938ccf,High School Sports and Teenage Births,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
613ccd18-ca29-4f40-b736-d2e0669c6cc2,Hispanic Students’ Sense of Control in Relation to Post-Secondary Enrollment Outcomes,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
88828839-5225-44b4-93f3-a7978889c188,The opportunity cost of admission preferences at elite universities,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
96b17307-8b75-49fd-a83d-30f9c3fd3a78,Running in place: Low-income students and the dynamics of higher education stratification,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
dda8899b-fcc4-4be2-b6d8-84ea87c88756,2011): “A Plug-In Averaging Estimator for Regressions with Heteroskedastic Errors,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
912c964a-67f0-4737-858d-f3018e5a25e4,An Exchange: Part I*: Does Money Matter? A Meta-Analysis of Studies of the Effects of Differential School Inputs on Student Outcomes,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
d8beacd0-16e2-4034-aec0-3e16bb819074,An Investigation of the Exclusion of Students With Disabilities in National Data Collection Programs,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
bd554e04-556b-49df-b337-8843ee6b997b,Differentiated Curriculum Enhancement in Inclusive Middle School Science Effects on Classroom and High-Stakes Tests,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
0b11a364-0d3a-4b3e-86a6-3620e17b0f61,Examining Summer Laboratory Research Apprenticeships for High School Students as a Factor in Entry to MD/PhD Programs at Matriculation,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
09608747-49bf-49dc-8a7c-7b068b463e77,Socioeconomic Disadvantage as a Social Determinant of Teen Childbearing in the U.S.,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
2a8a1b39-4c3c-435f-9d4b-5e855a5c18cf,The impact of tobacco prices on smoking onset: a methodological review,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
e0bb609e-fd0a-46ac-95cf-cc0aa7b9fe6f,Children in special education.,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
2ac26a87-082b-4c2b-a77b-bc23ecb439c1,Making Research in Education Finance and Policy Matter Now,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
b25fcfcd-4b88-4835-ab2b-47d9d7898fd5,Building a Latina/o Student Transfer Culture: Best Practices and Outcomes in Transfer to Universities,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
992d05ef-bb80-40a0-a21c-44fd7b209968,Volunteer Service by Young People From High School Through Early Adulthood,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
616ecbc1-972e-455e-a562-2d215fd93878,The impact of instrumental music learning on attainment at age 16: a pilot study,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
ea465f1e-3969-4d13-adf5-9d7e858fa2a2,Examining Strain in a School Context,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
464ca91e-f3c5-495b-bf32-ef8ceab75def,Does High School Homework Increase Academic Achievement,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
2a1fd4dc-7969-4a45-a136-d5f712e8eff7,Racial-Ethnic Differences at the Intersection of Math Course-taking and Achievement,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
f9aea253-0b18-44b4-9f1b-49ef6d552ec5,"""Academic Redshirting"" in Kindergarten: Prevalence, Patterns, and Implications",National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
986c635d-c224-4944-8e79-287138ce8a7c,The Influence of School Policy and Practice on Mathematics Achievement During Transitional Periods,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
7033758e-3b6e-4baf-9123-30e5cc3f8faf,Family Involvement With Middle-Grades Homework: Effects of Differential Prompting,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
a2819615-ad35-4d49-9f6d-576e5c9bd958,Parental Divorce and Students’Performance: Evidence from Longitudinal Data y,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
2838fdf5-0a4d-4b3a-bdc8-0bd3fe091989,"The Reciprocal Relationships Among Parents’ Expectations, Adolescents’ Expectations, and Adolescents’ Achievement: A Two-Wave Longitudinal Analysis of the NELS Data",National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
0761f7f3-8316-4b20-9343-7cc876681207,Are Happiness and Productivity Lower among Young People with Newly-Divorced Parents? An Experimental and Econometric Approach,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
594a4d80-a46e-4095-a21e-e6d64c528b6d,eSports in K-12 and Post-Secondary Schools,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
4a7d93a3-7396-471b-9a9c-8bbe12ec8b72,The unified state examination and the determinants of academic achievement: Does investment in pre-entry coaching matter?,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
325b7533-247c-4419-91cd-6273a4999a16,Representation in the classroom: The effect of own-race teachers on student achievement,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
aea6263f-4678-48e8-8702-a07c4472f56a,Does Marijuana Use Impair Human Capital Formation,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
f9bfec7e-863f-4924-a441-1d2d04709c64,The impact of future expectations on adolescent sexual risk behavior,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
eed51692-ad23-4a99-b9f6-d452316e4af7,Gender Gaps in High School Students’ Homework Time,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
a391e0c5-56ff-4058-9f5c-36b2db8c6726,Mathematical Performance of Freshman Students’ vis-à-vis,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
5ec98a98-e699-4f50-ad72-b32808e96112,THE IDENTIFICATION OF INDIVIDUALS WITH DISABILITIES IN NATIONAL DATABASES: CREATING A FAILURE TO COMMUNICATE,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
098028dd-d099-47f7-9e9e-01ed04a0aa74,Exploring Variation in Teenage Mothers' and Fathers' Educational Attainment,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
44b9fdfc-db8c-4d14-b360-3a4a76c9b9ff,The Effects of Catholic and Protestant Schools: A Meta-Analysis,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
3cc9e75e-36ed-431c-a5ae-763ce8d1ce81,Out-of-Field Teachers and Student Achievement: Evidence from Matched-Pairs Comparisons,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
cc034dac-05d4-4f35-8096-0a07b2ddc78c,Home Literacy Environment and English Language Learners’ Literacy Development: What Can We Learn from the Literature?,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
c9ea111b-dd69-40cb-be44-e50c91c29299,Availability of and Access to Career Development Activities for Transition-Age Youth With Disabilities,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
56104488-2263-498c-8c8d-4fdb78c20ce1,INVITED ARTICLES Model Comparisons Using Information Measures,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
43501b56-a6c6-4e4d-ba50-15ae8491cfa0,The importance of cultural and economic influences behind the decision to attend higher education,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
04def0f2-de94-45be-ad6a-6b79e1571b59,Altruistic Behavior and Habit Formation,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
6644ff81-9eee-43e9-82a4-526fd176c069,Using Problem-based Learning to Explore Unseen Academic Potential,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
e169fdb6-e995-4195-9b60-6e9a734e0ae9,Sibship size and intellectual development: Is the relationship causal?,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
8f55e8b8-398f-4793-a49f-c4c84026e823,A Review of the Relationship between Parental Involvement and Secondary School Students' Academic Achievement,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
c713a2ef-ffaf-4164-a7c8-97c4c80b7c50,What Is Academic Momentum? And Does It Matter?,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
662601be-2faf-4bcf-9737-05c6e8bde09e,The Effect of Instructor Race and Gender on Student Persistence in STEM Fields,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
5a5a9377-e1c8-4c24-a765-4607b50ad373,"Self-Rated Mental Health, School Adjustment, and Substance Use in Hard-of-Hearing Adolescents",National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
8b83ae9b-ae16-4cb9-8362-b608c1eac433,Does Postsecondary Persistence in STEM Vary by Gender?,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
afb48cda-0351-43ca-81bb-f64a8580a71c,"Risk, Families, and Schools.",National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
ceb9581f-0cce-4735-9ffe-627b597ea400,Genetic associations with mathematics tracking and persistence in secondary school,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
acd1a56d-c42a-45bf-8378-ad21fda20d2d,Improving Equity and Access for Low-Income and Minority Youth into Institutions of Higher Education.,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
d968d40a-4d73-4f84-9f0c-20fe08d4b051,"Teachers' Mathematical Knowledge, Cognitive Activation in the Classroom, and Student Progress",National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
bf8dd1cf-3e8b-4992-98b4-7396f4b7e7b6,National Longitudinal Studies of Kindergarten Children: Historical Context and Ongoing Contributions,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
4d3f0bb1-abf3-4813-b310-5d85086d0802,Weeded Out? Gendered Responses to Failing Calculus,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
644c56e6-9b69-434f-8a78-48fd6757dd12,"Different Teachers, Different Peers: The Magnitude of Student Sorting Within Schools",National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
beb2331b-899f-4452-b7d2-3497e257e184,Chapter 4. Before or After the Bell? School Context and Neighborhood Effects on Student Achievement,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
04efcc82-9f89-4b40-a506-3a7cb34b5242,Racial and Ethnic Representation in Gifted Programs: Current Status of and Implications for Gifted Asian American Students,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
358fb537-255d-4fe0-8ff2-88e729ba57a5,Predicting Adult Health and Mortality from Adolescent Facial Characteristics in Yearbook Photographs,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
301a016c-1599-41ce-9478-6e0f76a873d2,Perfectionism and ethnicity: implications for depressive symptoms and self-reported academic achievement.,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
71937ff2-9503-4b3c-ac5a-36482b394c6b,Schooling Behaviors or Prior Skills? A Cautionary Tale of Omitted Variable Bias Within Oppositional Culture Theory,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
16481dc4-1fd2-4af7-bd6a-71addc0821af,Secondary Mathematics Teachers' Perceptions of the Achievement Gap,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
b0118008-6ca6-42e0-9278-0c7d3c32f25e,"A Confirmatory Structural Equation Model of Achievement Estimated by Dichotomous Attitudes, Interest, and Conceptual Understanding",National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
43d400de-baad-466e-a58d-432305a874e9,Out-of-School Time-Use Portfolios and Taiwanese Children's Reading Achievement *,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
e7fc4fa5-07e2-4cdb-94d7-7aeae04f5fb8,Improving Student Outcomes via Comprehensive Supports : Three-Year Outcomes From CUNY ’ s Accelerated Study in Associate Programs ( ASAP ),National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
7948cd85-c0d5-41a3-9cd3-d52416a40e00,38 CONTRIBUTED RESEARCH ARTICLES influence.ME: Tools for Detecting Influential Data in Mixed Effects Models,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
ab8c781e-f63c-4eb2-8983-7d27a6f665b0,"Understanding the Influence of Race/Ethnicity, Gender, and Class on Inequalities in Academic and Non-Academic Outcomes among Eighth-Grade Students: Findings from an Intersectionality Approach",National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
94196698-d219-4158-9d96-fa078a8346a9,Cross-Nativity Marriages and Human Capital Levels of Children,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
8627f107-e5fa-4aaa-95ae-bcad5347799f,Context and closure in children’s friendships: Prevalence and demographic variation:,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
3a70f1ee-ca5c-4a89-beac-3584280e2c4d,Factors Contributing to the Upward Transfer of Baccalaureate Aspirants Beginning at Community Colleges,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
519c9b96-dc52-4bd8-8b38-dbe01fa5fd44,The Relevance of a Migration Background to the Professional Identity of Teachers,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
bf9a3675-c308-47cb-afe3-eddc8336bf2b,Gender Variation in Developmental Trajectories of Educational and Occupational Expectations and Attainment from Adolescence to Adulthood.,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
595df6f1-d55b-4eb6-ba7e-b9f139d82d2b,"A Path Analysis of Student Interest in STEM, with Specific Reference to Qatari Students",National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
658f6bb3-a129-482a-9724-d27c7ec7273a,Unscheduled School Closings and Student Performance,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
a1f19acb-45cb-4136-bde0-a5cc451c9937,Having Children with Multiple Partners Is Associated with Women’s Perception of Lower Social Support,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
ef4b7964-b7dc-4570-804e-74cc7b804c61,The Educational Attainment Process Among Adolescents with Disabilities And Children of Parents with Disabilities,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
989252cb-b81b-44fc-b70e-ba0904c20b97,The relationship between parent-adolescent conflict and academic achievement,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
c67fff81-1e17-4c8d-84c9-fcec0fa76a9e,Measuring the Influence of Juvenile Arrest on the Odds of Four-Year College Enrollment for Black Males: An NLSY Analysis,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
328142bd-cb41-4fd5-8a1a-e3f0965267dd,Academic Self-Perceptions of Ability and Course Planning Among Academically Advanced Students,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
17c4db2a-794c-4914-a7ed-51a05dec3079,Disentangling Peer Influence on Multiple Levels,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
fa246053-814b-4a47-b06f-3b64b939eace,Intensity and Attachment : How the Chaotic Enrollment Patterns of Community College Students Affect Educational Outcomes,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
af748409-8886-44ad-b247-b34d3e741500,Cross-language transfer of phonological awareness in low-income Spanish and English bilingual preschool children,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
69673b0c-fa4f-4256-a52b-8b7e427455b0,The relationship between test preparation and state test performance: Evidence from the Measure of Effective Teaching (MET) project,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
212ec43a-5e54-4ed8-b8bc-67963a4fad90,MODELING RACIAL DIFFERENCES IN THE EFFECTS OF RACIAL REPRESENTATION ON 2-YEAR COLLEGE STUDENT SUCCESS,National Education Longitudinal Study,National Education Longitudinal Study,national education longitudinal study
